Country,Year,LE_at_birth,Doctors_Per_10000,Access_to_Electricity,Gender_Development_Index,Gender_Inequality_Index,Human_Development_Index,Health_Care_Index,Crime_Index
Liberia,1995,43.917,0.160575565,34.37626869,0.796867214,0.681365905,0.428857299,49.03796794,72.07187545
Libya,1995,71.09,1.518113128,95.93164281,0.940729477,0.467263254,0.694,65.05858979,50.05105855
St. Lucia,1995,71.002,0.56,82.67790311,0.95097889,0.443120226,0.675369522,77.96437918,45.51887957
Latin America & Caribbean,1995,69.51853073,0.684809479,88.59950584,0.911369197,0.510367578,0.631628509,66.82810849,42.97993623
Least developed countries: UN classification,1995,52.79980457,0.175086246,36.31141561,0.799480413,0.681843108,0.443472287,49.55912777,71.84492607
Low income,1995,50.85319162,0.050485029,12.22276686,0.772041299,0.684295943,0.346645741,47.92921454,76.39438817
Liechtenstein,1995,77.3902439,2.706534306,100,0.966056801,0.21649034,0.799464253,58.8620544,43.59924828
Sri Lanka,1995,72.26,0.223,79.70781672,0.932,0.473,0.666,75.7988968,41.94266407
Lower middle income,1995,60.04035211,0.368657086,48.41056534,0.776807185,0.710211577,0.44833776,49.78888996,71.7355217
Low & middle income,1995,63.86988638,0.780171589,73.49033382,0.87942864,0.570103842,0.560296106,57.07235646,57.65004585
Lesotho,1995,56.723,0.054,15.26903659,1.031,0.583,0.472,49.93609159,68.02377133
Late-demographic dividend,1995,69.40908093,0.721628913,88.96010135,0.911256017,0.514091483,0.630455131,66.69823366,43.14498166
Lithuania,1995,69.00634146,3.568,100,1.003,0.318,0.701,52.07369638,51.30170399
Luxembourg,1995,76.51219512,2.242,100,0.971277394,0.179,0.824,58.89466835,37.51187438
Latvia,1995,66.39121951,2.734,100,1.036,0.392,0.696,52.38089892,61.05059336
Taiwan,1995,79.349,2.991794518,100,0.952221448,0.113048655,0.875318568,68.10377515,24.53845473
St. Martin (French part),1995,75.821,1.70103097,100,0.94516515,0.278415927,0.782962132,65.96471766,43.51567443
Morocco,1995,64.736,0.366688134,56.5,0.742,0.723,0.478,51.483075,70.57947719
Moldova,1995,65.099,3.417,100,0.97,0.486,0.618,56.15266063,52.33387013
Madagascar,1995,54.961,0.272,11.01563454,0.79161392,0.675,0.401392711,48.6099295,74.50945473
Maldives,1995,67.476,0.843887058,76.86049958,0.875,0.62,0.582,52.75195043,64.48048129
Middle East & North Africa,1995,67.6074566,0.509491752,81.35027723,0.935799612,0.499987705,0.628454114,68.74162334,42.47876981
Mexico,1995,71.646,1.685,95.89446259,0.918,0.479,0.674,64.19451853,47.13536117
Marshall Islands,1995,62.774,0.520790283,68.39991279,0.93729741,0.528287328,0.575527474,64.17470672,49.75556791
Middle income,1995,64.91556623,0.880776474,76.30752814,0.861989407,0.572679466,0.570886517,56.46280859,57.97221235
North Macedonia,1995,71.84878049,2.27,100,0.948262743,0.417,0.642,58.90668351,51.69410004
Mali,1995,47.816,0.043,6.083573636,0.739,0.671,0.27,47.65632438,77.37207296
Malta,1995,77.2902439,2.182053941,100,0.893,0.303,0.758,54.29280911,46.21558373
Myanmar,1995,58.259,0.293,48.13233945,0.904,0.620479102,0.374,49.8114766,69.04692541
Middle East & North Africa (excluding high income),1995,66.96619722,0.576111356,83.43980635,0.927829197,0.504977842,0.633583977,68.65495975,43.34898561
Montenegro,1995,74.109,1.834849875,100,0.932537509,0.317190603,0.740386157,57.92348966,48.11931306
Mongolia,1995,60.612,2.10103276,75.26326372,0.987,0.49,0.56,57.80966998,59.3099881
Mozambique,1995,46.04,0.027606594,5.677145958,0.803,0.62,0.247,47.72491037,76.56296491
Mauritania,1995,60.259,0.138,29.26496425,0.799,0.799,0.441,48.85167148,76.09293899
Mauritius,1995,70.32585366,0.85,99.17988586,0.902,0.485,0.651,64.97287733,43.05225935
Malawi,1995,43.641,0.040431282,2.471727133,0.869,0.708,0.367,47.60631069,76.44762128
Malaysia,1995,72.384,0.478,87.29098858,0.947174884,0.347,0.679,68.58489197,44.93439538
North America,1995,75.85550697,1.887761034,100,0.953474287,0.455713232,0.772758319,62.24929701,49.50654192
Namibia,1995,58.634,0.2485462,29.95214844,0.963,0.545,0.582,66.51311579,44.84626521
New Caledonia,1995,72.0097561,1.784281727,100,0.940140443,0.42812479,0.699113438,58.40958501,49.22938442
Niger,1995,45.774,0.029963113,6.2,0.701,0.797,0.238,48.23865772,77.48073341
Nigeria,1995,45.487,0.175930319,38.68725204,0.793718904,0.687458409,0.42500979,49.55401451,72.34581476
Nicaragua,1995,65.608,0.82,69.84990692,0.850457131,0.619,0.522,52.60262078,65.50059501
Netherlands,1995,77.40463415,2.727429412,100,0.948,0.096,0.878,65.93298265,29.24415864
Norway,1995,77.73658537,2.953,100,0.978,0.112,0.871,61.83995533,34.57414115
Nepal,1995,59.318,0.04,14.20686936,0.756,0.709,0.433,49.21759722,78.17865438
Nauru,1995,61.321,1.553,99.20295715,0.932304216,0.461338902,0.645553348,61.813141,56.52432213
New Zealand,1995,76.73414634,2.05,100,0.967,0.223,0.853,59.17277387,37.07088304
OECD members,1995,75.54634,1.681085531,99.31632632,0.936946457,0.388739508,0.721680134,61.78554401,50.16571885
Oman,1995,71.99,1.14,100,0.896852053,0.447557605,0.706151458,53.54874856,50.62884471
Other small states,1995,65.60659103,0.801828523,79.28579062,0.874015847,0.538279517,0.580776361,59.47160691,49.38926443
Pakistan,1995,59.878,0.524,62.52891994,0.587,0.786,0.417,52.2831581,72.17655688
Panama,1995,72.385,1.177,76.68634033,0.959,0.523,0.69,63.9815834,51.05904196
Peru,1995,67.644,0.98,67.35483551,0.934927149,0.544,0.647,62.84734085,48.88658741
Philippines,1995,68.223,0.531430159,69.13311768,0.952,0.503,0.612,68.01684449,44.19126182
Palau,1995,71.84463415,1.605895094,97.30484009,0.952385774,0.468267102,0.693018652,64.94300935,50.99829569
Papua New Guinea,1995,61.049,0.053176976,11.91583395,0.846,0.659,0.423,50.05016626,78.93547944
Poland,1995,71.89268293,2.329,100,0.985,0.227,0.746,60.18849358,44.07240015
Pre-demographic dividend,1995,49.71632546,0.052942845,12.73606779,0.76651547,0.690047924,0.346688509,49.38116316,77.66506674
Puerto Rico,1995,74.364,1.75,100,0.946316199,0.388535517,0.757194876,60.76931334,52.32401619
"Korea, Dem. People's Rep.",1995,60.894,2.97,93.77165393,0.985361139,0.432120323,0.650736912,55.34400184,59.9583636
Portugal,1995,75.31219512,2.923,100,0.979,0.224,0.761,55.91197508,40.69022611
Paraguay,1995,69.009,0.73,77.469114,0.933,0.588,0.623,63.29785869,48.02327163
West Bank and Gaza,1995,69.662,1.057532978,80.74011904,0.910584072,0.521671313,0.619205215,52.75807236,61.44965823
Pacific island small states,1995,66.7313987,0.547244251,74.79580281,0.936807839,0.515918472,0.611634248,67.11980579,44.40434558
Post-demographic dividend,1995,76.05965181,1.852159332,99.99976678,0.956994684,0.465271841,0.770963266,62.84133481,50.74087662
French Polynesia,1995,76.008,2.102106653,100,0.968168249,0.403328198,0.790495229,64.3917494,53.21412969
Qatar,1995,74.25,1.905963819,100,0.967,0.422953819,0.775,62.4089319,51.32759085
Romania,1995,69.45609756,2.108982627,100,0.96,0.474,0.688,61.05227155,51.42491501
Russia,1995,64.69073171,4.4,100,0.97343357,0.455,0.698,57.69422939,44.7485774
Rwanda,1995,39.969,0.032208643,3.706667224,0.855,0.597,0.286,48.72541348,78.02717908
South Asia,1995,60.45769238,0.324530673,47.80872836,0.952813045,0.49043781,0.594256582,68.38098296,47.58856552
Saudi Arabia,1995,71.011,1.433523027,100,0.835,0.535772715,0.709,50.46303793,52.82459573
Sudan,1995,51.991,0.121928685,28.8697834,0.791,0.723,0.371,50.15194308,75.38126793
Senegal,1995,56.839,0.075,28.85719109,0.757,0.671,0.375,50.03054094,77.28964851
Singapore,1995,76.29512195,2.460942118,100,0.961108288,0.24,0.779,58.22662173,41.06339914
Solomon Islands,1995,66.381,0.14,23.28148617,0.941365619,0.451505453,0.524765407,69.94302239,36.58905061
Sierra Leone,1995,42.716,0.054531028,9.867880935,0.759,0.700294658,0.314,49.48866316,78.08873341
El Salvador,1995,66.33,0.91,76.995504,0.932,0.527,0.578,62.62876653,47.89322965
Somalia,1995,50.6,0.05332333,12.99443507,0.760225155,0.697141586,0.35235012,49.10416316,77.81490007
Serbia,1995,71.6894878,1.594469582,100,0.928,0.448243586,0.674,57.42643254,49.56576784
Sub-Saharan Africa (excluding high income),1995,50.11131544,0.123449346,28.29522478,0.786995223,0.710221892,0.370609728,50.36984308,75.04218589
South Sudan,1995,30.948,0.12686981,27.74952854,0.786476696,0.710260926,0.353021704,50.12884308,75.27135256
Sub-Saharan Africa,1995,50.11417407,0.133398119,28.62059549,0.787009429,0.708872664,0.378474774,50.36984308,74.88818589
Small states,1995,66.15655933,0.545296333,78.40087128,0.942469043,0.482305884,0.653258641,69.9649463,45.43243681
Sao Tome and Principe,1995,61.056,0.320418556,51.18775514,0.833,0.622,0.488,50.84762349,70.13673263
Suriname,1995,65.337,0.75,84.9185505,0.929513384,0.479446991,0.652257972,73.35855659,46.68292295
Slovakia,1995,72.25365854,2.46683256,100,0.97,0.242,0.72,59.95267629,48.03604638
Slovenia,1995,73.95853659,2.117,100,0.976,0.236,0.76,59.65146214,43.07440677
Sweden,1995,78.7404878,2.839,100,0.998,0.075,0.86,68.67900706,31.15668611
Eswatini,1995,56.148,0.163191643,39.65897191,1.003,0.616,0.518,53.53728447,66.6857839
Sint Maarten (Dutch part),1995,72.406,1.74283272,100,0.944548581,0.421452738,0.702704069,59.32494706,51.54757035
Seychelles,1995,72.48292683,1.276333713,92.17365265,0.955820099,0.471035614,0.697052027,65.55606989,52.61880315
Syria,1995,70.416,1.178941572,89.33594739,0.796,0.505,0.579,61.36794968,52.17764867
Turks and Caicos Islands,1995,68.308,1.256616508,92.58794403,0.865540206,0.492126151,0.626933668,61.36144234,51.36419668
Chad,1995,46.711,0.039624245,4.497706334,0.731196394,0.727197111,0.31310119,47.55748052,77.27393568
East Asia & Pacific (IDA & IBRD countries),1995,69.02111829,1.198705132,88.51890886,0.945412313,0.510898484,0.653367945,63.67079246,50.02677217
Europe & Central Asia (IDA & IBRD countries),1995,67.03153468,3.408358346,99.9950951,0.972536583,0.403571616,0.667514774,56.41292511,50.33296484
Togo,1995,54.037,0.076,21.73177691,0.741,0.731,0.419,49.23933613,77.4468471
Thailand,1995,70.948,0.239,74.67701744,0.978,0.428,0.619,76.46361243,43.99741166
Tajikistan,1995,59.338,2.046,75.59099256,0.887748192,0.583,0.547,57.71462805,62.07480954
Turkmenistan,1995,63.684,3.17,98.68452348,0.968813667,0.338,0.645616773,55.00250531,56.05639633
Latin America & the Caribbean (IDA & IBRD countries),1995,69.35717554,0.820184643,88.49020796,0.915145593,0.513903458,0.631175399,66.73731134,43.70649906
Timor-Leste,1995,48.024,0.140266742,28.60030571,0.785408889,0.697190552,0.385155643,49.84110128,74.40075831
Middle East & North Africa (IDA & IBRD countries),1995,66.93998205,0.538090921,74.72007577,0.931243707,0.518958253,0.593877817,67.2314807,44.58888187
Tonga,1995,68.17,0.762272238,81.78847504,0.96,0.673,0.676,66.15446343,55.35267784
South Asia (IDA & IBRD),1995,60.45769238,0.326971686,47.80872836,0.95265889,0.489581952,0.593756536,68.50546024,47.58856552
Sub-Saharan Africa (IDA & IBRD countries),1995,50.11417407,0.122737632,28.35441296,0.787386903,0.711190563,0.369662244,50.36984308,75.1044716
Trinidad and Tobago,1995,69.17,0.905,89.55562634,0.941,0.422,0.678,71.81824013,44.62649692
Tunisia,1995,71.988,0.642,88.7,0.813,0.502,0.611,67.79209781,43.04348182
Turkey,1995,69.609,1.144,88.86671051,0.831,0.604,0.625,52.98969769,65.90800152
Tuvalu,1995,63.098,0.990682875,76.06022159,0.8727689,0.571389551,0.575,53.80087101,61.06773769
Tanzania,1995,50.786,0.041,4.269067287,0.866,0.651,0.37,48.52087243,76.78723249
Uganda,1995,46.567,0.04119864,6.8,0.829,0.654,0.342,46.04991932,78.27942735
Ukraine,1995,66.74195122,4.407,100,1.017,0.473,0.684,50.64316153,52.33514465
Upper middle income,1995,69.07923745,1.007685196,80.58635774,0.900112014,0.553515288,0.615769506,52.51726211,61.0007655
Uruguay,1995,73.896,3.56,96.71979523,1.015,0.434,0.717,54.97999129,56.65025303
United States,1995,75.62195122,2.434,100,0.989,0.295,0.885,65.72171142,48.74514945
Uzbekistan,1995,64.646,3.223,98.77800766,0.966341135,0.360155912,0.6478401,54.72062026,56.96777704
St. Vincent and the Grenadines,1995,72.097,0.46,73.16090393,0.950590525,0.446712764,0.658704734,76.96968752,45.57388266
Venezuela,1995,72.143,1.94,99,0.975,0.553,0.679,45.50282689,75.59192937
British Virgin Islands,1995,74.24,1.542940455,95.69020081,0.957859289,0.461561412,0.717365721,65.13777306,51.64074681
Virgin Islands (U.S.),1995,72.00997561,1.645,100,0.965667994,0.475751144,0.701022584,50.09486347,68.95627361
Vietnam,1995,71.384,0.838957533,79.11704746,0.947,0.384,0.539,50.86837921,65.46955471
Vanuatu,1995,67.885,0.150964903,12.94164371,0.928908021,0.561879631,0.530932552,53.8545974,60.9852674
World,1995,66.21577566,0.886583386,74.6963834,0.88842843,0.56087719,0.570904674,51.10181033,61.47415922
Samoa,1995,69.298,0.572018481,83.98869324,0.949,0.48007745,0.659,70.17769648,43.39375866
Kosovo,1995,72.441,1.784642335,100,0.939313815,0.431508169,0.703719591,59.70954034,48.22843459
"Yemen, Rep.",1995,60.453,0.247,43.19351196,0.93612221,0.56332961,0.532160674,54.37756796,57.29142271
South Africa,1995,62.262,1.817085448,88.5888784,0.964,0.476,0.661,59.85729698,65.85611592
Zambia,1995,45.553,0.069,15.66827202,0.871,0.642,0.413,44.11834881,76.14380819
Zimbabwe,1995,50.531,0.148,31.94857979,0.901,0.594,0.477,44.80759908,69.27035459
Aruba,1996,73.448,1.42854739,100,0.926711897,0.404548568,0.718002536,52.5073034,52.0619222
Africa Eastern and Southern,1996,50.81068897,0.137635827,19.12548077,0.541661225,0.725356398,0.313186159,46.91675758,77.0795605
Afghanistan,1996,53.243,0.113247437,17.61704729,0.544,0.725520499,0.319,47.18585758,77.28298056
Africa Western and Central,1996,48.90627733,0.160669141,32.62932224,0.590268082,0.725953991,0.349645881,47.20525758,75.10118798
Angola,1996,46.033,0.05655868,9.238591055,0.700200922,0.712,0.31256471,47.05525758,77.67236068
Albania,1996,74.592,1.308,100,0.933,0.339966298,0.645,55.58747495,48.25545221
Arab World,1996,65.71840452,0.862190011,76.96432583,0.878772632,0.570220019,0.593129414,51.70205097,61.79292786
United Arab Emirates,1996,72.767,1.783841869,100,0.96,0.624,0.767,53.1063102,63.51371776
Argentina,1996,73.307,2.406088794,94.16493988,0.965,0.422,0.751,56.21546717,61.04164457
Armenia,1996,69.783,1.91790715,94.00625877,0.978,0.463,0.632,50.76839885,65.55194853
Antigua and Barbuda,1996,73.829,1.141,96.81448364,0.923681248,0.402002105,0.677078659,55.95201283,55.54880221
Australia,1996,78.07804878,2.403,100,0.965,0.174,0.884,64.49280304,36.71146676
Austria,1996,76.87073171,3.589,100,0.952,0.163,0.853,60.99212808,33.01914413
Azerbaijan,1996,62.622,3.673,87.05892736,0.974,0.387,0.59,51.20039255,57.06907438
Burundi,1996,44.373,0.026098109,3.548847578,0.838,0.649192469,0.283,48.068754,76.63523369
Belgium,1996,77.18731707,3.62,100,0.97,0.16,0.871,62.72623697,37.91028409
Benin,1996,55.558,0.053869174,14.5,0.739,0.677,0.391,46.967221,77.67857304
Burkina Faso,1996,49.614,0.035,7.122936249,0.820090869,0.655772175,0.299793413,47.811754,76.78291544
Bangladesh,1996,59.492,0.147557122,21.14438629,0.716,0.702,0.441,47.06394091,76.85354118
Bulgaria,1996,70.89731707,3.522,100,0.99,0.336,0.711,51.53712197,47.09587227
Bahrain,1996,74.355,1.554402017,100,0.904,0.432838832,0.778,52.06879679,52.02334779
"Bahamas, The",1996,70.71,1.518,100,0.907938091,0.468343873,0.69453192,49.81069807,52.21464359
Bosnia And Herzegovina,1996,73.43,1.370462651,100,0.946025454,0.387076921,0.715430164,57.79272038,52.98496708
Belarus,1996,68.51219512,3.1175,100,1.009,0.371056668,0.686,51.28928541,51.60525941
Belize,1996,69.806,0.548,75.80769348,0.909,0.537,0.623,52.32445698,60.26919445
Bermuda,1996,78.225,2.580735061,100,0.971494198,0.2093588,0.813135222,60.70219648,40.03663816
Bolivia,1996,60.084,0.940485495,71,0.891,0.569029669,0.609,54.24265921,61.28582396
Brazil,1996,68.409,1.245,92.867095,0.884083377,0.529,0.653,56.12439904,56.07909552
Barbados,1996,73.546,2.348259452,100,0.988,0.388,0.744,54.439793,60.27883338
Brunei Darussalam,1996,73.1,0.848,100,0.942317524,0.414456066,0.708206998,57.66200056,52.49600702
Bhutan,1996,60.212,0.167340144,34.82127951,0.787502154,0.711269933,0.444361801,50.10272067,72.53634107
Botswana,1996,54.357,0.254657929,18.36274719,0.959,0.558,0.583,61.40428931,50.3093941
Central African Republic,1996,46.831,0.03924243,3.334915638,0.744,0.742,0.319,47.95135552,77.37143568
Canada,1996,78.2202439,2.1,100,0.98,0.176,0.879,63.27081783,34.65488171
Central Europe and the Baltics,1996,71.33605802,3.179570938,100,0.993848041,0.327179704,0.72058305,52.25720527,46.30258187
Switzerland,1996,78.89609756,3.213,100,0.937,0.107,0.87,67.10900307,24.97705205
Channel Islands,1996,77.962,2.624959577,100,0.971962434,0.199705993,0.810154165,60.11428954,40.44359416
Chile,1996,74.899,1.500098991,95.617315,0.939,0.476,0.735,65.58668252,50.86983589
China,1996,70.266,1.201,79.18901847,0.894,0.510988591,0.545,57.51439919,52.06435496
Ivory Coast,1996,51.52,0.09,44.64821243,0.796,0.681,0.448,48.77373878,72.73258472
Cameroon,1996,52.82,0.074,37.29332352,0.836,0.701,0.434,49.58127067,73.41917867
"Congo, Dem. Rep.",1996,49.307,0.069,8.749781251,0.742532542,0.70829833,0.320173615,47.34064719,76.86936068
"Congo, Rep.",1996,53.491,0.168458564,38.56318229,0.814602052,0.672864276,0.434557045,49.28377458,71.55128539
Colombia,1996,70.189,1.09,93.30310059,0.968,0.513,0.653,64.94415633,50.64076331
Comoros,1996,58.344,0.12885057,28.9,0.792667723,0.690825963,0.428531074,48.53748734,74.65200387
Cabo Verde,1996,65.763,0.171,40.63344828,0.929556144,0.519620478,0.539033281,69.0747663,41.06139494
Costa Rica,1996,76.804,0.864,90.45769669,0.951676447,0.465,0.693,70.58956031,45.75895025
Caribbean small states,1996,67.95535493,1.057475716,83.16390129,0.938794906,0.512393515,0.633542958,63.67945461,47.59779945
Cuba,1996,74.903,5.485,93.71255155,0.911,0.408,0.67,61.95328975,42.13997775
Curacao,1996,72.69282927,2.565889426,100,0.966743169,0.349646746,0.74048955,63.68182978,52.89626245
Cyprus,1996,75.522,1.869,100,0.937,0.285,0.781,57.77628939,45.94660548
Czech Republic,1996,73.71463415,2.99,100,0.951,0.214,0.782,55.55090936,36.05431133
Germany,1996,76.67317073,3.124,100,0.944,0.14,0.868,59.24287687,31.594918
Djibouti,1996,56.186,0.14,62,0.769172675,0.69123548,0.35,51.36392954,71.50860882
Dominica,1996,71.194,0.493,77.58525608,0.950071248,0.462197561,0.650645513,68.95890278,46.18087917
Denmark,1996,75.59146341,2.703,100,0.978,0.087,0.862,63.16932587,33.62470421
Dominican Republic,1996,69.097,1.067659246,85.55487823,0.919,0.55,0.62,60.32988625,50.92352215
Algeria,1996,68.749,0.886772579,88.76491945,0.79022023,0.662,0.617,48.3247912,67.98372895
East Asia & Pacific (excluding high income),1996,69.17060539,1.218276179,88.45048879,0.943069699,0.509513235,0.65307844,63.94271746,50.03729874
Early-demographic dividend,1996,62.8767561,0.379287775,60.00741184,0.888184041,0.567746739,0.5367129,56.15755519,56.13328214
East Asia & Pacific,1996,70.20833402,1.220960434,88.82481936,0.946007994,0.505046565,0.656333735,63.50063047,50.27671943
Europe & Central Asia (excluding high income),1996,67.5731811,1.19627126,88.20688776,0.942900166,0.508561555,0.650456375,64.14441225,50.08153255
Europe & Central Asia,1996,72.22514883,1.865468958,99.97149827,0.945349252,0.43316371,0.703362987,59.30210444,50.74197105
Ecuador,1996,71.362,1.307,92.05137634,0.844862998,0.592,0.674,51.62992752,59.79891862
Egypt,1996,66.742,2.02,96.15432739,0.842,0.633,0.613,52.86181454,64.53022017
Euro area,1996,77.14462395,2.928925536,100,0.973136832,0.194383031,0.807926837,59.54074918,38.68355793
Eritrea,1996,55.756,0.03,24.75544739,0.771341346,0.687723152,0.388260922,48.094804,76.73952105
Spain,1996,78.1204878,2.74,100,0.966,0.141,0.802,66.22783496,38.64333046
Estonia,1996,69.61219512,3.107,100,1.017,0.353,0.742,52.6042709,52.29165099
Ethiopia,1996,48.924,0.025,4.356400379,0.825687834,0.653235353,0.294735259,47.36642067,76.97749044
European Union,1996,75.92402183,2.379244224,100,0.978108201,0.387905285,0.789974079,66.48226571,53.09530366
Fragile and conflict affected situations,1996,54.08108753,0.172586793,39.26146389,0.807233443,0.674503448,0.433751114,49.51238569,71.55225762
Finland,1996,76.69341463,2.26,100,1.007,0.097,0.854,63.89248877,32.62451644
Fiji,1996,66.408,0.525573156,66.9,0.945826389,0.489,0.669,68.9786128,45.04377726
France,1996,77.95365854,3.326,100,0.982,0.189,0.833,59.70842705,35.67465674
Faroe Islands,1996,77.56829268,3.03508553,100,0.971126249,0.178799988,0.838280807,59.96644641,36.84860941
"Micronesia, Fed. Sts.",1996,68.776,0.536319256,76.0821795,0.931086156,0.514247013,0.604796113,67.53264958,44.00662072
Gabon,1996,60.612,0.835898598,75.25803611,0.888,0.638,0.63,52.92989671,65.31407134
United Kingdom,1996,77.08780488,1.798,100,0.972,0.237,0.834,64.02450998,45.91741014
Georgia,1996,68.974,3.119,99.75887307,0.979590846,0.372602749,0.706169392,58.69922411,51.35656133
Ghana,1996,56.82,0.062,34.52877045,0.841,0.62,0.487,49.70071069,71.37420074
Gibraltar,1996,77.65,3.077752712,100,0.965339868,0.19088354,0.839087786,58.41290764,37.10096267
Guinea,1996,50.544,0.039277453,6.588580211,0.704,0.706,0.31,46.77228111,77.12786068
"Gambia, The",1996,56.009,0.055864567,21.59011841,0.762139443,0.688032174,0.400146978,48.09591512,77.13584049
Guinea-Bissau,1996,49.065,0.166,35.41730094,0.798852769,0.678814548,0.433633078,48.38220673,71.75201116
Equatorial Guinea,1996,51.727,0.246,43.20473065,0.800565398,0.680613452,0.441007749,47.8065237,72.43454252
Greece,1996,77.68536585,3.842,100,0.95,0.254,0.782,58.94153682,37.18160062
Grenada,1996,72.331,1.575847476,96.3268511,0.958284523,0.469453564,0.701368723,65.83439946,51.76392986
Greenland,1996,65.76731707,3.451885934,100,0.973167549,0.410089619,0.661624567,56.62984714,50.08382087
Guatemala,1996,64.863,0.675726827,67.67993927,0.883545466,0.571,0.516,55.32095666,56.54561128
Guam,1996,73.092,1.64632331,100,0.945451757,0.450700016,0.718713778,58.89941644,49.52850572
Guyana,1996,63.205,0.660248345,71.98726654,0.918,0.540220914,0.559,61.8705158,50.72403959
High income,1996,75.16011805,1.74605552,99.86585412,0.935448299,0.443616528,0.736049974,61.06340379,49.17106052
Hong Kong,1996,79.62756098,3.067144588,100,0.937,0.225067932,0.831,59.05768545,32.720403
Honduras,1996,67.439,0.509559671,61.68112,0.925,0.525944624,0.539,66.17661513,43.66216238
Heavily indebted poor countries (HIPC),1996,50.788455,0.116722689,28.1044538,0.787021448,0.684655145,0.383207095,47.79065204,74.49893856
Croatia,1996,72.36536585,2.62,100,0.944,0.282,0.724,58.05961624,45.9788303
Haiti,1996,56.154,0.137906959,30.01301765,0.794471594,0.682685485,0.45,47.94344231,74.48080952
Hungary,1996,70.32878049,3.041,100,0.977,0.3,0.741,52.85420286,44.09117611
IBRD only,1996,66.95908807,0.443600284,79.2671035,0.939832068,0.49557054,0.644058664,69.58430768,43.02798141
IDA & IBRD total,1996,64.34262069,0.796739199,74.02532327,0.883868598,0.571019933,0.5583501,56.43426709,57.00865547
IDA total,1996,54.5657978,0.181305219,39.77085888,0.806718448,0.669838177,0.43731369,49.10764623,71.47903518
IDA blend,1996,54.61107159,0.161633101,34.94958182,0.803818228,0.679301993,0.444560807,49.11993194,71.77488262
Indonesia,1996,65.355,0.796817572,72.39,0.877,0.566,0.578,56.40602787,57.32684722
IDA only,1996,54.54336367,0.242182119,43.28412114,0.799148395,0.679942433,0.444715173,47.9213206,72.34705684
Isle of Man,1996,73.756,1.738790488,100,0.937994569,0.407949245,0.719703085,59.09574073,49.8630389
India,1996,60.984,0.460740743,53.00352097,0.726,0.694,0.466,48.62061256,71.86725495
Ireland,1996,75.83170732,2.113,100,0.974,0.195,0.785,57.98693092,43.1003365
Iran,1996,68.07,0.85,91.44227032,0.772,0.629,0.655,49.3464317,65.52246733
Iraq,1996,66.391,0.734871739,79.06918544,0.676,0.693,0.551,52.54818318,66.98217053
Iceland,1996,78.77780488,3.118,100,0.983,0.156,0.838,58.97634085,35.40963726
Israel,1996,78.10487805,3.611,100,0.931,0.24,0.818,58.38281335,35.43130421
Italy,1996,78.52195122,3.896,100,0.95,0.191,0.816,58.64148027,35.35001494
Jamaica,1996,71.488,0.581723078,85.706045,0.947845301,0.461,0.669,71.3121748,44.11858324
Jordan,1996,71.064,1.449649436,98.44197845,0.836,0.637,0.655,49.04656119,64.74920514
Japan,1996,80.2197561,1.841,100,0.947,0.155,0.868,63.39377015,29.8512033
Kazakhstan,1996,63.6,3.589,99.19211578,0.976416606,0.427,0.659,58.62715163,55.75065952
Kenya,1996,55.161,0.055659857,7.378530502,0.881,0.704,0.477,47.78398013,76.65295158
Kyrgyz Republic,1996,66.54390244,3.206,97.18520042,0.991922575,0.405762096,0.678717609,57.29625867,57.43360764
Cambodia,1996,56.346,0.112,26.58761754,0.836427312,0.64,0.4,48.62093734,74.2361722
Kiribati,1996,63.291,0.584647735,70.90283821,0.932399137,0.53354337,0.575636536,63.7294294,48.18255683
St. Kitts and Nevis,1996,67.313,1.114,93.47883606,0.945051529,0.490740476,0.673388577,69.16999669,49.51515773
South Korea,1996,74.15121951,1.169,100,0.929,0.244,0.793,62.55226752,42.32395179
Kuwait,1996,75.618,1.884774364,100,0.961,0.592,0.782,61.1218887,50.84944628
Latin America & Caribbean (excluding high income),1996,69.53221549,0.711104673,88.81879561,0.910316523,0.515361675,0.630296444,66.67343753,42.99262849
Lao PDR,1996,56.891,0.158002263,31.24769974,0.80007748,0.687594494,0.443541076,48.93828815,73.95867788
Lebanon,1996,72.293,1.577165468,96.43685968,0.94020326,0.459470944,0.699937271,64.05845661,49.43680444
Liberia,1996,44.419,0.160568464,34.44134533,0.799849559,0.681741775,0.433489099,49.05530128,72.07187545
Libya,1996,71.284,1.57485892,96.47590187,0.946066771,0.463899588,0.699,65.09063422,50.65848466
St. Lucia,1996,70.904,0.492860181,78.00417681,0.950904073,0.449825644,0.653967168,77.5966145,45.6221134
Latin America & Caribbean,1996,69.8922949,0.80385447,89.55790882,0.910334776,0.509824218,0.634475857,66.41371747,43.61774293
Least developed countries: UN classification,1996,52.94780561,0.173565738,36.29327504,0.802249437,0.681328415,0.444002631,49.55316111,71.80992607
Low income,1996,50.97989012,0.049200433,9.673137573,0.766476124,0.684047855,0.333250061,47.92921454,76.6407215
Liechtenstein,1996,76.83658537,2.663580747,100,0.965695622,0.214609104,0.790472253,59.07806105,43.18641029
Sri Lanka,1996,72.261,0.279,82.86759564,0.933,0.468,0.672,76.19886456,42.1866539
Lower middle income,1996,60.32947159,0.436007784,50.12338054,0.767177348,0.706575018,0.451042143,49.54347457,71.9782717
Low & middle income,1996,64.10841586,0.770003731,73.89385492,0.879663566,0.569222317,0.56179368,57.13887729,57.41467192
