Year,Country,Economic_Rank,Institutional_Rank,Quality_of_Life_Rank,Sustainability_Index_FA,Ease_of_Living_Rank
1982,Europe & Central Asia (IDA & IBRD countries),33,47,50,0.2237,38
1982,Togo,126,178,144,-0.62175,159
1982,Tajikistan,48,185,140,-0.64997,138
1982,Turkmenistan,150,156,131,-0.29164,140
1982,Latin America & the Caribbean (IDA & IBRD countries),36,146,134,-0.60908,124
1982,Timor-Leste,126,141,216,-0.88345,224
1982,Middle East & North Africa (IDA & IBRD countries),100,166,189,-0.96325,202
1982,Tonga,130,62,100,-0.1173,111
1982,South Asia (IDA & IBRD),120,141,206,-0.88345,214
1982,Sub-Saharan Africa (IDA & IBRD countries),15,141,225,-0.88345,167
1982,Trinidad and Tobago,130,115,69,0.09498,100
1982,Tuvalu,99,176,135,-0.76907,148
1982,Tanzania,126,141,212,-0.88345,222
1982,Uganda,99,141,237,-0.88345,231
1982,Ukraine,97,38,32,0.0826,56
1982,Upper middle income,7,126,113,-0.44621,79
1982,Uzbekistan,84,120,125,-0.42486,122
1982,St. Vincent and the Grenadines,92,22,94,0.09483,84
1982,Venezuela,94,99,60,0.05455,86
1982,British Virgin Islands,61,128,78,0.04021,87
1982,Virgin Islands (U.S.),94,121,62,0.05261,89
1982,Vietnam,95,135,127,-0.03486,126
1982,Vanuatu,84,184,137,-0.69678,144
1982,World,94,182,142,-0.60322,149
1982,Samoa,59,55,103,-0.39442,98
1982,Kosovo,20,107,70,0.09625,49
1982,"Yemen, Rep.",94,145,161,-0.84169,176
1982,Zambia,94,180,147,-0.85309,164
1982,Zimbabwe,94,163,146,-0.62361,156
1983,Aruba,82,78,43,0.15565,59
1983,Africa Eastern and Southern,136,141,233,-0.88345,235
1983,Afghanistan,136,141,235,-0.88345,237
1983,Africa Western and Central,136,141,234,-0.88345,236
1983,Angola,136,141,232,-0.88345,234
1983,Albania,136,69,78,0.04068,95
1983,Arab World,92,159,193,-0.87285,203
1983,Armenia,82,12,92,0.22604,60
1983,Antigua and Barbuda,92,70,67,0.07563,75
1983,Azerbaijan,77,192,141,-0.70396,153
1983,Burundi,102,141,214,-0.88345,221
1983,Benin,43,141,226,-0.88345,201
1983,Burkina Faso,102,141,223,-0.88345,223
1983,Bangladesh,21,157,196,-0.82128,152
1983,"Bahamas, The",76,72,61,0.21071,64
1983,Bosnia And Herzegovina,67,37,77,0.21643,61
1983,Belarus,81,74,116,0.05878,106
1983,Belize,43,96,110,-0.22016,88
1983,Bermuda,43,41,14,0.45969,18
1983,Bolivia,65,145,172,-0.99631,176
1983,Barbados,79,36,34,0.16112,47
1983,Brunei Darussalam,102,123,84,0.04021,100
1983,Bhutan,65,152,175,-1.10844,185
1983,Botswana,65,186,140,-0.65887,141
1983,Central African Republic,11,158,195,-0.83192,140
1983,Central Europe and the Baltics,113,123,84,0.04021,102
1983,Channel Islands,113,58,26,0.34705,50
1983,Ivory Coast,73,144,170,-1.04939,182
1983,Cameroon,11,149,174,-0.99003,138
1983,"Congo, Dem. Rep.",146,141,224,-0.88345,233
1983,"Congo, Rep.",143,143,168,-0.84169,197
1983,Comoros,146,141,200,-0.88345,218
1983,Cabo Verde,102,182,145,-0.67336,156
1983,Caribbean small states,11,15,93,-0.03117,31
1983,Cuba,29,62,40,0.33336,32
1983,Curacao,107,116,73,0.07727,92
1983,Czech Republic,34,165,80,0.09463,70
1983,Djibouti,7,141,198,-0.88345,145
1983,Dominica,7,87,23,0.34825,14
1983,Dominican Republic,7,107,134,-0.39371,90
1983,East Asia & Pacific (excluding high income),123,120,124,-0.17532,127
1983,Early-demographic dividend,7,146,173,-1.01139,137
1983,East Asia & Pacific,123,28,95,0.11525,87
1983,Europe & Central Asia (excluding high income),37,52,79,-0.01343,54
1983,Europe & Central Asia,33,75,41,0.13153,41
1983,Euro area,33,32,13,0.90165,11
1983,Eritrea,33,141,229,-0.88345,195
1983,Estonia,31,97,99,-0.04999,72
1983,Ethiopia,33,141,213,-0.88345,191
1983,European Union,38,68,36,0.11496,37
1983,Fragile and conflict affected situations,38,155,181,-1.08805,165
1983,Fiji,38,128,122,-0.22856,105
1983,"Micronesia, Fed. Sts.",94,96,110,-0.22016,116
1983,Gabon,135,181,153,-0.59874,179
1983,Ghana,32,161,182,-1.04627,159
1983,Gibraltar,63,25,12,0.63053,21
1983,Guinea,63,164,187,-0.96325,187
1983,"Gambia, The",135,160,184,-1.04873,211
1983,Guinea-Bissau,63,141,224,-0.88345,213
1983,Equatorial Guinea,141,166,191,-0.99432,214
1983,Grenada,63,169,132,-0.23456,128
1983,Greenland,63,108,131,-0.09531,117
1983,Guatemala,63,176,150,-0.74689,153
1983,Guam,63,151,82,0.04728,91
1983,Guyana,85,177,151,-0.59874,161
1983,High income,85,38,28,0.23994,46
1983,Honduras,85,187,139,-0.73581,147
1983,Heavily indebted poor countries (HIPC),85,141,222,-0.88345,219
1983,Croatia,28,91,65,0.28584,42
1983,Haiti,85,164,188,-0.96325,199
1983,IBRD only,126,167,137,-0.65368,146
1983,IDA & IBRD total,126,173,162,-0.71759,187
1983,IDA total,30,163,186,-0.96945,155
1983,IDA blend,126,174,158,-0.68899,184
1983,IDA only,30,161,183,-1.04627,157
1983,Isle of Man,83,84,88,0.13512,82
1983,Iraq,91,174,160,-0.68989,173
1983,Jamaica,25,98,89,0.0816,57
1983,Kazakhstan,78,132,83,0.20692,85
1983,Kenya,80,172,157,-0.67392,166
1983,Kyrgyz Republic,16,185,142,-0.82848,130
1983,Cambodia,11,141,210,-0.88345,157
1983,Kiribati,80,175,154,-0.67685,166
1983,St. Kitts and Nevis,97,128,122,-0.22856,126
1983,Latin America & Caribbean (excluding high income),35,129,123,-0.19848,104
1983,Lao PDR,16,141,216,-0.88345,170
1983,Lebanon,41,194,156,-0.60805,171
1983,Liberia,41,164,189,-0.96325,167
1983,Libya,39,83,106,-0.49242,94
1983,St. Lucia,97,56,96,0.07617,95
1983,Latin America & Caribbean,35,73,105,-0.47289,89
1983,Least developed countries: UN classification,35,141,209,-0.88345,190
1983,Low income,39,141,215,-0.88345,193
1983,Sri Lanka,97,54,98,0.06016,96
1983,Lower middle income,39,154,178,-1.10168,162
1983,Low & middle income,39,173,164,-0.82249,150
1983,Lesotho,41,152,175,-1.10844,160
1983,Late-demographic dividend,16,96,110,-0.22016,68
1983,Lithuania,39,122,62,0.10166,55
1983,Luxembourg,87,66,54,0.21675,62
1983,Latvia,35,140,72,-0.03747,67
1983,St. Martin (French part),97,101,71,0.03083,83
1983,Moldova,111,64,60,0.0804,74
1983,Madagascar,87,141,203,-0.88345,205
1983,Maldives,87,153,176,-1.10844,198
1983,Middle East & North Africa,94,174,160,-0.68989,175
1983,Marshall Islands,54,179,148,-0.85876,151
1983,Middle income,108,171,165,-0.81293,186
1983,North Macedonia,71,105,68,-0.08876,78
1983,Mali,54,141,230,-0.88345,209
1983,Myanmar,132,141,206,-0.88345,215
1983,Middle East & North Africa (excluding high income),108,144,169,-0.89897,188
1983,Montenegro,51,81,56,0.06181,54
1983,Mozambique,132,141,225,-0.88345,232
1983,Mauritania,94,141,201,-0.88345,207
1983,Mauritius,94,121,114,-0.33657,121
1983,Malawi,87,141,222,-0.88345,220
1983,North America,71,102,64,0.05455,71
1983,Namibia,121,147,171,-0.99599,200
1983,New Caledonia,61,125,120,-0.22536,115
1983,Niger,124,141,221,-0.88345,230
1983,Nigeria,124,141,217,-0.88345,229
1983,Nauru,121,183,152,-0.59874,174
1983,OECD members,9,42,22,0.36171,12
1983,Oman,9,103,113,-0.55438,73
1983,Other small states,137,170,149,-0.78241,177
1983,Papua New Guinea,64,141,202,-0.88345,192
1983,Pre-demographic dividend,122,141,226,-0.88345,231
1983,Puerto Rico,5,31,19,0.38174,8
1983,"Korea, Dem. People's Rep.",16,117,58,0.25058,36
1983,Paraguay,90,94,109,-0.21434,114
1983,Pacific island small states,137,127,118,-0.28263,129
1983,Post-demographic dividend,122,45,38,0.32581,58
1983,French Polynesia,48,82,70,0.20404,56
1983,Romania,75,10,40,0.36774,35
1983,Russia,56,193,130,-0.68515,136
1983,Rwanda,56,141,218,-0.88345,210
1983,South Asia,115,150,166,-0.80991,183
1983,Sudan,13,141,204,-0.88345,148
1983,Senegal,27,141,211,-0.88345,181
1983,Solomon Islands,14,118,85,-0.02744,51
1983,Sierra Leone,52,141,230,-0.88345,208
1983,El Salvador,141,166,190,-0.96371,212
1983,Somalia,115,141,219,-0.88345,227
1983,Serbia,69,190,128,-0.31431,132
1983,Sub-Saharan Africa (excluding high income),13,141,205,-0.88345,149
1983,South Sudan,105,141,231,-0.88345,228
1983,Sub-Saharan Africa,13,141,222,-0.88345,168
1983,Small states,14,130,121,-0.14637,76
1983,Sao Tome and Principe,27,175,155,-0.6725,139
1983,Suriname,13,138,119,-0.24114,79
1983,Slovakia,40,178,84,-0.36872,93
1983,Eswatini,33,141,197,-0.88345,163
1983,Sint Maarten (Dutch part),52,43,32,0.4176,30
1983,Seychelles,68,50,100,-0.08358,86
1983,Turks and Caicos Islands,147,59,104,-0.41695,123
1983,Chad,113,141,220,-0.88345,225
1983,East Asia & Pacific (IDA & IBRD countries),123,120,124,-0.17532,127
1983,Europe & Central Asia (IDA & IBRD countries),33,63,57,0.22588,39
1983,Togo,125,141,207,-0.88345,217
1983,Tajikistan,57,90,115,-0.35627,107
1983,Turkmenistan,147,184,143,-0.86569,178
1983,Latin America & the Caribbean (IDA & IBRD countries),35,99,126,-0.22263,101
1983,Timor-Leste,125,141,212,-0.88345,226
1983,Middle East & North Africa (IDA & IBRD countries),94,150,167,-0.80991,180
1983,Tonga,130,104,108,-0.50714,124
1983,South Asia (IDA & IBRD),105,159,194,-0.88895,204
1983,Sub-Saharan Africa (IDA & IBRD countries),13,141,227,-0.88345,169
1983,Trinidad and Tobago,130,109,74,0.09625,97
1983,Tuvalu,103,168,138,-0.65368,144
1983,Tanzania,125,141,208,-0.88345,222
1983,Uganda,103,141,228,-0.88345,224
1983,Ukraine,101,33,35,0.24832,53
1983,Upper middle income,17,103,113,-0.55438,80
1983,Uzbekistan,74,111,127,-0.24434,122
1983,St. Vincent and the Grenadines,97,119,76,-0.02966,98
1983,Venezuela,89,60,52,0.19017,63
1983,British Virgin Islands,50,114,75,0.09525,67
1983,Virgin Islands (U.S.),89,124,66,0.04509,84
1983,Vietnam,96,79,133,-0.13291,125
1983,Vanuatu,74,162,136,-0.57662,135
1983,World,89,115,135,-0.51119,134
1983,Samoa,56,61,129,-0.10624,108
1983,Kosovo,16,93,69,0.07685,38
1983,"Yemen, Rep.",89,180,147,-0.86094,170
1983,Zambia,89,174,159,-0.68941,172
1983,Zimbabwe,89,188,144,-0.78987,154
1984,Aruba,85,64,41,0.33336,57
1984,Africa Eastern and Southern,136,144,238,-0.88345,230
1984,Afghanistan,136,144,241,-0.88345,233
1984,Africa Western and Central,136,144,239,-0.88345,231
1984,Angola,136,144,240,-0.88345,232
1984,Albania,136,84,91,0.01306,107
1984,Arab World,110,174,165,-0.67392,181
1984,Armenia,84,12,92,0.21877,64
1984,Antigua and Barbuda,110,112,66,0.07448,89
1984,Azerbaijan,76,200,150,-0.8721,170
1984,Burundi,108,144,221,-0.88345,221
1984,Benin,21,144,226,-0.88345,182
1984,Burkina Faso,108,144,222,-0.88345,222
1984,Bangladesh,26,169,196,-0.96995,159
1984,"Bahamas, The",74,19,94,0.02685,75
1984,Bosnia And Herzegovina,65,43,79,0.21643,65
1984,Belarus,83,147,129,0.12841,117
1984,Belize,21,93,123,-0.36762,82
1984,Bermuda,21,46,13,0.85688,9
1984,Bolivia,64,149,178,-1.01432,181
1984,Barbados,79,42,33,0.15325,47
1984,Brunei Darussalam,108,13,96,0.09046,80
1984,Bhutan,64,156,182,-1.09562,190
1984,Botswana,64,81,107,-0.48412,109
1984,Central African Republic,11,164,205,-0.83192,148
1984,Central Europe and the Baltics,139,143,86,0.07067,111
1984,Channel Islands,139,32,14,0.67622,34
1984,Ivory Coast,72,148,175,-0.8414,175
1984,Cameroon,11,150,181,-0.99003,145
1984,"Congo, Dem. Rep.",150,166,201,-0.88691,215
1984,"Congo, Rep.",144,152,172,-0.80991,201
1984,Comoros,150,171,197,-0.96325,216
1984,Cabo Verde,108,121,136,-0.17146,132
1984,Caribbean small states,11,30,99,0.11525,41
1984,Cuba,35,36,29,0.18366,27
1984,Curacao,95,124,73,-0.10633,99
1984,Czech Republic,38,158,82,0.16882,72
1984,Djibouti,3,166,202,-0.87285,144
1984,Dominica,3,131,83,0.15319,42
1984,Dominican Republic,3,77,131,-0.21937,73
1984,East Asia & Pacific (excluding high income),117,20,93,0.03863,86
1984,Early-demographic dividend,3,162,188,-1.05545,142
1984,East Asia & Pacific,117,15,98,0.06614,84
1984,Europe & Central Asia (excluding high income),28,65,80,0.03838,51
1984,Europe & Central Asia,36,83,44,0.13153,40
1984,Euro area,36,27,17,0.37391,22
1984,Eritrea,36,167,190,-1.04873,167
1984,Estonia,37,109,89,0.05291,69
1984,Ethiopia,36,144,232,-0.88345,199
1984,European Union,31,52,22,0.44077,25
1984,Fragile and conflict affected situations,31,142,179,-0.99587,151
1984,Fiji,31,77,130,-0.21937,90
1984,"Micronesia, Fed. Sts.",107,108,110,-0.46697,124
1984,Gabon,137,148,176,-0.84169,200
1984,Ghana,48,144,217,-0.88345,202
1984,Gibraltar,70,8,6,0.79685,11
1984,Guinea,70,168,199,-0.99764,199
1984,"Gambia, The",137,170,192,-0.96525,211
1984,Guinea-Bissau,70,144,228,-0.88345,218
1984,Equatorial Guinea,143,166,203,-0.87285,213
1984,Grenada,70,68,87,0.17471,79
1984,Greenland,70,103,133,-0.10977,118
1984,Guatemala,70,178,156,-0.62962,155
1984,Guam,70,125,77,0.09525,83
1984,Guyana,89,188,155,-0.78144,162
1984,High income,89,56,36,0.27753,55
1984,Honduras,89,187,148,-0.79148,158
1984,Heavily indebted poor countries (HIPC),89,161,204,-0.8943,204
1984,Croatia,34,123,62,0.3404,44
1984,Haiti,89,146,177,-0.88678,184
1984,IBRD only,121,193,147,-0.65887,161
1984,IDA & IBRD total,121,194,146,-0.64997,160
1984,IDA total,24,142,180,-0.99587,146
1984,IDA blend,121,150,181,-0.99003,205
1984,IDA only,24,170,191,-0.96525,157
1984,Isle of Man,73,19,94,0.02685,74
1984,Iraq,92,151,171,-0.80389,179
1984,Jamaica,25,55,104,-0.00372,61
1984,Kazakhstan,78,118,78,0.26083,80
1984,Kenya,81,177,163,-0.6708,174
1984,Kyrgyz Republic,14,179,153,-0.62695,131
1984,Cambodia,11,144,207,-0.88345,152
1984,Kiribati,81,165,169,-0.81093,176
1984,St. Kitts and Nevis,99,30,99,0.11525,88
1984,Latin America & Caribbean (excluding high income),39,110,126,-0.20166,98
1984,Lao PDR,14,168,198,-0.99764,154
1984,Lebanon,45,201,167,-0.61297,178
1984,Liberia,45,144,218,-0.88345,196
1984,Libya,42,96,114,-0.22016,91
1984,St. Lucia,99,141,85,0.04728,106
1984,Latin America & Caribbean,39,102,116,-0.5404,102
1984,Least developed countries: UN classification,39,144,219,-0.88345,194
1984,Low income,42,144,220,-0.88345,198
1984,Sri Lanka,99,100,74,-0.04563,94
1984,Lower middle income,42,162,187,-1.05545,172
1984,Low & middle income,42,152,173,-0.80991,153
1984,Lesotho,45,176,168,-0.82249,156
1984,Late-demographic dividend,14,117,112,-0.24549,76
1984,Lithuania,42,45,43,0.17461,36
1984,Luxembourg,82,35,49,0.25459,53
1984,Latvia,39,71,64,0.00059,52
1984,St. Martin (French part),99,73,70,0.04216,82
1984,Moldova,105,85,55,0.14224,77
1984,Madagascar,82,163,206,-0.82128,197
1984,Maldives,82,162,189,-1.08805,201
1984,Middle East & North Africa,107,185,160,-0.84226,179
1984,Marshall Islands,51,186,159,-0.86094,149
1984,Middle income,106,183,161,-0.72267,180
1984,North Macedonia,71,49,63,0.11552,63
1984,Mali,51,144,236,-0.88345,207
1984,Myanmar,130,144,213,-0.88345,218
1984,Middle East & North Africa (excluding high income),106,153,170,-0.80389,186
1984,Montenegro,54,18,35,0.24553,30
1984,Mozambique,130,144,234,-0.88345,229
1984,Mauritania,107,144,209,-0.88345,209
1984,Mauritius,107,133,121,-0.34359,126
1984,Malawi,82,144,208,-0.88345,203
1984,North America,71,78,65,0.09985,71
1984,Namibia,126,157,184,-1.10844,210
1984,New Caledonia,61,182,145,-0.58536,140
1984,Niger,119,144,237,-0.88345,227
1984,Nigeria,119,144,223,-0.88345,224
1984,Nauru,126,181,162,-0.72187,185
1984,OECD members,5,59,23,0.50018,12
1984,Oman,5,47,102,-0.13443,45
1984,Other small states,131,154,138,-0.23561,138
1984,Papua New Guinea,57,144,210,-0.88345,188
1984,Pre-demographic dividend,124,144,235,-0.88345,228
1984,Puerto Rico,17,22,18,0.36844,13
1984,"Korea, Dem. People's Rep.",14,127,117,-0.54533,85
1984,Paraguay,128,54,106,-0.39442,119
1984,Pacific island small states,131,108,110,-0.46697,128
1984,Post-demographic dividend,124,51,31,0.28705,58
1984,French Polynesia,47,130,75,0.07727,65
1984,Romania,75,29,56,0.24951,54
1984,Russia,58,91,125,0.01163,103
1984,Rwanda,58,144,216,-0.88345,208
1984,South Asia,129,119,135,-0.20342,134
1984,Sudan,7,144,225,-0.88345,171
1984,Senegal,40,144,215,-0.88345,192
1984,Solomon Islands,29,136,128,-0.26548,96
1984,Sierra Leone,41,144,229,-0.88345,204
1984,El Salvador,143,170,194,-0.96945,214
1984,Somalia,129,144,221,-0.88345,225
1984,Serbia,68,90,115,0.00537,104
1984,Sub-Saharan Africa (excluding high income),7,144,224,-0.88345,168
1984,South Sudan,80,144,233,-0.88345,219
1984,Sub-Saharan Africa,7,144,230,-0.88345,173
1984,Small states,29,50,101,-0.03354,60
1984,Sao Tome and Principe,40,157,185,-1.10844,169
1984,Suriname,7,128,88,0.15065,43
1984,Slovakia,43,14,48,0.16917,31
1984,Eswatini,36,190,157,-0.81782,141
1984,Sint Maarten (Dutch part),41,69,40,0.43486,35
1984,Seychelles,63,72,53,0.20663,59
1984,Turks and Caicos Islands,148,53,105,-0.38824,123
1984,Chad,139,144,219,-0.88345,226
1984,East Asia & Pacific (IDA & IBRD countries),117,110,126,-0.20166,125
1984,Europe & Central Asia (IDA & IBRD countries),36,116,72,-0.00188,60
1984,Togo,103,144,212,-0.88345,212
1984,Tajikistan,62,92,122,-0.35627,112
1984,Turkmenistan,148,184,143,-0.79605,165
1984,Latin America & the Caribbean (IDA & IBRD countries),39,88,108,-0.49398,97
1984,Timor-Leste,103,144,222,-0.88345,221
1984,Middle East & North Africa (IDA & IBRD countries),107,173,166,-0.67856,181
1984,Tonga,118,95,113,-0.21434,120
1984,South Asia (IDA & IBRD),80,89,132,-0.1015,116
1984,Sub-Saharan Africa (IDA & IBRD countries),7,144,230,-0.88345,173
1984,Trinidad and Tobago,118,111,76,0.09625,98
1984,Tuvalu,98,172,142,-0.65368,147
1984,Tanzania,103,144,214,-0.88345,217
1984,Uganda,98,144,231,-0.88345,223
1984,Ukraine,96,37,34,0.42774,46
1984,Upper middle income,18,134,119,-0.44621,87
1984,Uzbekistan,116,132,120,-0.44242,130
1984,St. Vincent and the Grenadines,99,79,81,-0.01232,95
1984,Venezuela,102,25,51,0.21909,59
1984,British Virgin Islands,59,80,60,0.21071,62
1984,Virgin Islands (U.S.),102,135,68,0.04509,93
1984,Vietnam,94,99,139,-0.07916,127
1984,Vanuatu,116,120,134,-0.21589,133
1984,World,102,175,140,-0.24649,136
1984,Samoa,58,160,141,-0.48834,133
1984,Kosovo,14,94,71,0.07685,39
1984,"Yemen, Rep.",102,189,158,-0.85113,177
1984,Zambia,102,148,174,-0.83538,189
1984,Zimbabwe,102,191,149,-0.86569,166
1985,Aruba,91,66,38,0.17294,64
1985,Africa Eastern and Southern,140,147,229,-0.88345,238
1985,Afghanistan,140,147,231,-0.88345,240
1985,Africa Western and Central,140,147,230,-0.88345,239
1985,Angola,140,147,228,-0.88345,237
1985,Albania,140,11,93,0.08303,95
1985,Arab World,103,150,164,-0.83538,193
1985,Armenia,94,10,97,0.21877,72
1985,Antigua and Barbuda,103,46,62,0.1555,79
1985,Azerbaijan,88,137,77,0.1731,101
1985,Burundi,115,161,194,-0.79099,214
1985,Benin,23,147,213,-0.88345,188
1985,Burkina Faso,115,151,197,-0.88119,216
1985,Bangladesh,36,164,179,-1.05545,167
1985,"Bahamas, The",87,71,66,0.04179,81
1985,Bosnia And Herzegovina,79,117,73,-0.04659,99
1985,Belarus,93,26,51,0.32686,55
1985,Belize,23,15,100,0.19634,37
1985,Bermuda,23,38,16,0.38533,15
1985,Bolivia,80,157,161,-0.80389,176
1985,Barbados,92,68,36,0.37891,59
1985,Brunei Darussalam,115,78,61,0.20951,82
1985,Bhutan,80,170,187,-0.99764,204
1985,Botswana,80,128,118,-0.29977,123
1985,Central African Republic,16,161,193,-0.78385,157
1985,Central Europe and the Baltics,148,145,86,0.07067,119
1985,Channel Islands,148,29,18,0.42714,51
1985,Ivory Coast,59,147,202,-0.88345,195
1985,Cameroon,16,152,167,-1.01432,150
1985,"Congo, Dem. Rep.",153,147,199,-0.88345,225
1985,"Congo, Rep.",147,175,159,-0.82473,210
1985,Comoros,153,147,201,-0.88345,227
1985,Cabo Verde,115,122,131,-0.53309,143
1985,Caribbean small states,16,12,95,0.09953,35
1985,Cuba,37,45,34,0.23626,32
1985,Curacao,96,103,70,0.04205,98
1985,Czech Republic,41,149,75,0.24787,70
1985,Djibouti,8,167,189,-0.88603,151
1985,Dominica,8,125,80,-0.0186,53
1985,Dominican Republic,8,129,126,-0.1864,92
1985,East Asia & Pacific (excluding high income),120,17,98,0.1835,86
1985,Early-demographic dividend,8,143,170,-0.99587,147
1985,East Asia & Pacific,120,18,99,0.10815,93
1985,Europe & Central Asia (excluding high income),12,58,82,0.25302,36
1985,Europe & Central Asia,35,85,81,0.11977,62
1985,Euro area,35,99,24,0.34334,29
1985,Eritrea,35,164,179,-1.05545,166
1985,Estonia,39,72,53,0.25109,39
1985,Ethiopia,35,147,223,-0.88345,206
1985,European Union,11,33,17,0.35275,10
1985,Fragile and conflict affected situations,11,164,177,-1.05545,153
1985,Fiji,11,112,125,-0.25181,87
1985,"Micronesia, Fed. Sts.",112,130,115,-0.50198,132
1985,Gabon,134,148,166,-0.88678,207
1985,Ghana,45,159,173,-1.10844,169
1985,Gibraltar,81,40,28,0.1006,49
1985,Guinea,81,147,226,-0.88345,228
1985,"Gambia, The",134,147,205,-0.88345,224
1985,Guinea-Bissau,81,172,186,-0.96325,202
1985,Equatorial Guinea,125,165,192,-0.83192,217
1985,Grenada,81,13,96,0.20313,69
1985,Greenland,81,74,127,-0.16848,121
1985,Guatemala,81,192,148,-0.83684,159
1985,Guam,81,124,79,0.08445,98
1985,Guyana,77,185,145,-0.67443,152
1985,High income,77,67,25,0.35621,42
1985,Honduras,77,173,136,-0.66823,147
1985,Heavily indebted poor countries (HIPC),77,166,191,-0.88691,201
1985,Croatia,31,98,67,0.22124,56
1985,Haiti,77,160,172,-1.10812,198
1985,IBRD only,124,102,130,-0.37563,141
1985,IDA & IBRD total,124,185,146,-0.68339,163
1985,IDA total,13,169,182,-1.04873,157
1985,IDA blend,123,154,171,-0.99003,211
1985,IDA only,13,169,182,-1.04873,157
1985,Isle of Man,69,47,104,-0.08069,103
1985,Iraq,63,150,165,-0.83538,170
1985,Jamaica,14,133,87,0.04021,60
1985,Kazakhstan,89,49,68,0.02768,80
1985,Kenya,90,163,176,-1.10168,204
1985,Kyrgyz Republic,24,195,144,-0.62801,136
1985,Cambodia,16,163,175,-1.10168,158
1985,Kiribati,90,153,168,-1.01432,192
1985,St. Kitts and Nevis,98,128,119,-0.29977,126
1985,Latin America & Caribbean (excluding high income),43,95,113,-0.23406,108
1985,Lao PDR,24,157,162,-0.80389,148
1985,Lebanon,48,200,157,-0.61464,181
1985,Liberia,49,147,210,-0.88345,205
1985,Libya,46,63,105,-0.20751,91
1985,St. Lucia,98,69,84,-0.0331,104
1985,Latin America & Caribbean,43,96,114,-0.5404,113
1985,Least developed countries: UN classification,43,171,184,-0.96525,171
1985,Low income,46,147,215,-0.88345,208
1985,Sri Lanka,98,106,85,0.18532,107
1985,Lower middle income,46,162,174,-1.10844,174
1985,Low & middle income,46,178,156,-0.72124,152
1985,Lesotho,49,144,198,-0.89553,179
1985,Late-demographic dividend,24,113,110,-0.24549,96
1985,Lithuania,46,14,32,0.20986,26
1985,Luxembourg,68,31,49,0.2079,54
1985,Latvia,43,19,31,0.32221,23
1985,St. Martin (French part),98,101,71,0.03083,102
1985,Moldova,108,91,58,0.12131,88
1985,Madagascar,68,170,188,-0.88423,197
1985,Maldives,68,143,169,-0.99587,184
1985,Middle East & North Africa,112,183,150,-0.62287,165
1985,Marshall Islands,53,186,151,-0.85876,155
1985,Middle income,110,180,152,-0.74689,182
1985,North Macedonia,84,84,60,0.22866,73
1985,Mali,53,147,218,-0.88345,212
1985,Myanmar,138,169,181,-1.04873,220
1985,Middle East & North Africa (excluding high income),110,176,155,-0.73329,186
1985,Montenegro,58,60,39,0.39083,39
1985,Mozambique,138,147,227,-0.88345,236
1985,Mauritania,109,161,193,-0.78385,213
1985,Mauritius,109,97,122,-0.21591,124
1985,Malawi,68,147,211,-0.88345,221
1985,North America,84,62,52,0.18794,65
1985,Namibia,139,164,178,-1.05545,219
1985,New Caledonia,65,42,89,0.18806,78
1985,Niger,117,147,221,-0.88345,233
1985,Nigeria,117,161,195,-0.79193,215
1985,Nauru,139,177,157,-0.67685,195
1985,OECD members,5,99,24,0.34334,18
1985,Oman,5,113,110,-0.24549,74
1985,Other small states,143,134,124,-0.22465,134
1985,Papua New Guinea,56,166,190,-0.88691,183
1985,Pre-demographic dividend,130,147,217,-0.88345,234
1985,Puerto Rico,18,64,21,0.50375,17
1985,"Korea, Dem. People's Rep.",24,120,128,-0.22549,114
1985,Paraguay,128,53,106,-0.34408,122
1985,Pacific island small states,143,88,112,-0.21316,125
1985,Post-demographic dividend,130,4,6,0.61867,16
1985,French Polynesia,26,116,72,0.00873,62
1985,Romania,86,20,57,0.3231,50
1985,Russia,61,65,33,0.40961,41
1985,Rwanda,61,147,208,-0.88345,218
1985,South Asia,119,193,143,-0.65887,161
1985,Sudan,7,147,225,-0.88345,178
1985,Senegal,33,147,200,-0.88345,173
1985,Solomon Islands,30,190,140,-0.62774,137
1985,Sierra Leone,44,147,222,-0.88345,209
1985,El Salvador,125,187,154,-0.59827,187
1985,Somalia,119,147,216,-0.88345,232
1985,Serbia,82,131,74,0.1626,94
1985,Sub-Saharan Africa (excluding high income),7,147,220,-0.88345,177
1985,South Sudan,72,147,224,-0.88345,223
1985,Sub-Saharan Africa,7,147,220,-0.88345,177
1985,Small states,30,119,90,0.15065,71
1985,Sao Tome and Principe,34,168,180,-1.04627,168
1985,Suriname,7,57,103,0.04111,48
1985,Slovakia,47,41,37,-0.10013,40
1985,Eswatini,35,188,139,-0.66635,138
1985,Sint Maarten (Dutch part),44,81,43,0.13818,44
1985,Seychelles,73,173,135,-0.65368,146
1985,Turks and Caicos Islands,149,59,107,-0.40169,127
1985,Chad,148,147,212,-0.88345,235
1985,East Asia & Pacific (IDA & IBRD countries),120,42,89,0.18806,100
1985,Europe & Central Asia (IDA & IBRD countries),35,82,91,0.13042,67
1985,Togo,111,191,149,-0.87031,172
1985,Tajikistan,74,105,123,-0.22138,118
1985,Turkmenistan,149,79,65,0.0019,111
1985,Latin America & the Caribbean (IDA & IBRD countries),43,92,111,-0.22016,106
1985,Timor-Leste,111,147,209,-0.88345,230
1985,Middle East & North Africa (IDA & IBRD countries),112,186,151,-0.85876,185
1985,Tonga,129,107,109,-0.32857,129
1985,South Asia (IDA & IBRD),72,161,196,-0.79193,199
